Unnamed: 0,Unnamed: 1,Unnamed: 2,New York State Department of Corrections and Community Supervision,Unnamed: 3,Unnamed: 4
2022-10-01,1630,Great Meadow,3 102.10 THREATS 107.11 HARASSMENT 3,2.0,60
2022-10-01,1310,Green Haven,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 107.11 HARASSMENT 6,3.0,4
2022-10-01,1253,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,90
2022-10-01,1930,Groveland,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 5,5.0,101
2022-10-01,1105,Marcy,3 118.22 UNHYGIENIC ACT 1,1.0,180
2022-10-01,650,Marcy,3 101.20 LEWD CONDUCT 1,1.0,30
2022-10-01,200,Marcy,3 102.10 THREATS 106.10 DIRECT ORDER 2,2.0,90
2022-10-01,1035,Mohawk,3 113.10 WEAPON 1,1.0,57
2022-10-01,1054,Mohawk,3 114.10 SMUGGLING 180.10 FACIL VISITING 113.31 ALCOLHOL USE 4,4.0,60
2022-10-01,835,Wende,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,32
2022-10-01,1415,Woodbourne,3 102.10 THREATS 104.13 CREATE DISTURB 107.11 HARASSMENT 4,3.0,30
2022-10-02,1840,Cayuga,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 6,6.0,60
2022-10-02,1823,Clinton,3 102.10 THREATS 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,3.0,365
2022-10-02,1108,Coxsackie,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 104.11 VIOLENT CONDUCT 6,4.0,90
2022-10-02,1455,Elmira,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,29
2022-10-02,1455,Elmira,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 105.13 GANGS 5,5.0,120
2022-10-02,1455,Elmira,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-10-02,830,Five Points,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 6,6.0,270
2022-10-02,830,Five Points,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 118.22 UNHYGIENIC ACT 8,7.0,270
2022-10-02,1720,Franklin,3 102.10 THREATS 113.15 UNAUTH EXCHANGE 4,2.0,57
2022-10-02,2135,Gouverneur,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 7,7.0,17
2022-10-02,1235,Green Haven,3 100.11 ASSAULT ON STAFF 113.10 WEAPON 102.10 THREATS 9,8.0,365
2022-10-02,1000,Greene,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,5.0,5
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - October 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of October 31, 2022",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-10-02,1530,Groveland,3 102.10 THREATS 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,4.0,60
2022-10-02,745,Marcy,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 5,4.0,211
2022-10-02,1720,Orleans,3 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 5,2.0,90
2022-10-02,1230,Upstate,3 104.11 VIOLENT CONDUCT 114.10 SMUGGLING 106.10 DIRECT ORDER 5,5.0,120
2022-10-02,1125,Upstate,3 101.10 SEX OFFENSE 101.20 LEWD CONDUCT 180.10 FACIL VISITING 3,3.0,90
2022-10-03,850,Altona,3 100.10 ASSAULT ON INCAR INDIV 1,1.0,60
2022-10-03,1100,Auburn,3 106.10 DIRECT ORDER 112.10 CAUSE MISCOUNT 107.10 INTERFERENCE 7,7.0,60
2022-10-03,2030,Auburn,3 118.10 ARSON 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,90
2022-10-03,1130,Coxsackie,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,30
2022-10-03,1130,Five Points,3 102.10 THREATS 104.11 VIOLENT CONDUCT 180.11 FACIL CORRESPOND 5,5.0,365
2022-10-03,500,Great Meadow,3 101.22 STALKING 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 4,4.0,60
2022-10-03,735,Great Meadow,3 113.10 WEAPON 114.10 SMUGGLING 2,2.0,98
2022-10-03,1345,Great Meadow,3 102.10 THREATS 106.10 DIRECT ORDER 113.23 CONTRABAND 8,7.0,8
2022-10-03,740,Great Meadow,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 115.10 SEARCH/FRISK 7,7.0,180
2022-10-03,817,Green Haven,3 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 107.11 HARASSMENT 4,3.0,10
2022-10-03,1445,Green Haven,3 113.10 WEAPON 106.10 DIRECT ORDER 113.11 ALTERED ITEM 3,3.0,212
2022-10-03,840,Green Haven,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 6,6.0,59
2022-10-03,2330,Greene,3 106.10 DIRECT ORDER 109.15 REFUSE DBL CELLING 107.10 INTERFERENCE 3,3.0,15
2022-10-03,2218,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 7,4.0,60
2022-10-03,1224,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-10-03,1224,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-10-03,645,Groveland,3 101.20 LEWD CONDUCT 1,1.0,45
2022-10-03,800,Marcy,3 102.10 THREATS 114.10 SMUGGLING 2,2.0,350
2022-10-03,1905,Marcy,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-10-03,1320,Mohawk,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,90
2022-10-03,1630,Mohawk,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,15
2022-10-03,1708,Mohawk,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-10-03,2245,Mohawk,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,90
2022-10-03,1708,Mohawk,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,10
2022-10-03,1815,Sing Sing,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,180
2022-10-03,1645,Sullivan,3 102.10 THREATS 104.11 VIOLENT CONDUCT 2,2.0,166
2022-10-03,1055,Upstate,3 101.10 SEX OFFENSE 101.22 STALKING 107.11 HARASSMENT 4,3.0,60
2022-10-03,2010,Upstate,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 7,7.0,90
2022-10-03,2155,Wallkill,3 113.23 CONTRABAND 1,1.0,49
2022-10-03,815,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,25
2022-10-03,815,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,45
2022-10-03,2300,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,99
2022-10-03,2306,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,34
2022-10-03,2300,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,99
2022-10-03,2305,Wyoming,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,5.0,185
2022-10-03,2300,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,29
2022-10-03,1840,Wyoming,3 105.13 GANGS 113.23 CONTRABAND 104.13 CREATE DISTURB 6,4.0,30
2022-10-03,2306,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-10-04,2115,Albion,3 100.13 FIGHTING 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 6,5.0,45
2022-10-04,2115,Albion,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,15
2022-10-04,1030,Auburn,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,5.0,180
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - October 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of October 31, 2022",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-10-04,1030,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,89
2022-10-04,1030,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,90
2022-10-04,1030,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,60
2022-10-04,1030,Auburn,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,30
2022-10-04,1750,Cayuga,3 113.10 WEAPON 118.10 ARSON 2,2.0,90
2022-10-04,1025,Clinton,3 102.10 THREATS 107.10 INTERFERENCE 104.13 CREATE DISTURB 4,4.0,60
2022-10-04,1110,Clinton,3 106.10 DIRECT ORDER 101.20 LEWD CONDUCT 101.20 LEWD CONDUCT 5,5.0,30
2022-10-04,1215,Clinton,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,5.0,90
2022-10-04,935,Collins,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 107.20 FALSE INFORMATION 3,3.0,60
2022-10-04,1800,Coxsackie,3 118.22 UNHYGIENIC ACT 116.10 LOSS/DAMAGE PROP 3,2.0,90
2022-10-04,1115,Fishkill,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,180
2022-10-04,1030,Fishkill,3 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 4,4.0,15
2022-10-04,1040,Five Points,3 118.22 UNHYGIENIC ACT 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,120
2022-10-04,2305,Franklin,3 102.10 THREATS 106.10 DIRECT ORDER 104.13 CREATE DISTURB 4,4.0,65
2022-10-04,805,Franklin,3 102.10 THREATS 106.10 DIRECT ORDER 104.13 CREATE DISTURB 4,4.0,56
2022-10-04,1001,Great Meadow,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 5,3.0,180
2022-10-04,740,Great Meadow,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,5.0,60
2022-10-04,1340,Green Haven,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 113.23 CONTRABAND 4,3.0,378
2022-10-04,1120,Green Haven,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 104.11 VIOLENT CONDUCT 6,6.0,123
2022-10-04,1125,Greene,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 5,3.0,120
2022-10-04,2015,Greene,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 7,7.0,63
2022-10-04,2015,Greene,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 6,6.0,85
2022-10-04,900,Groveland,3 101.20 LEWD CONDUCT 107.10 INTERFERENCE 107.11 HARASSMENT 3,3.0,45
2022-10-04,1720,Hudson,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,210
2022-10-04,1655,Marcy,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 4,4.0,120
2022-10-04,1750,Marcy,3 113.10 WEAPON 113.11 ALTERED ITEM 2,2.0,90
2022-10-04,1000,Riverview,3 113.10 WEAPON 113.11 ALTERED ITEM 2,2.0,150
2022-10-04,945,Riverview,3 113.10 WEAPON 1,1.0,127
2022-10-04,950,Upstate,3 104.11 VIOLENT CONDUCT 114.10 SMUGGLING 104.13 CREATE DISTURB 3,3.0,90
2022-10-04,2130,Wende,3 102.10 THREATS 106.10 DIRECT ORDER 104.13 CREATE DISTURB 3,3.0,130
2022-10-04,2000,Wyoming,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 2,2.0,45
2022-10-04,2001,Wyoming,3 101.20 LEWD CONDUCT 3,1.0,2
2022-10-05,550,Altona,3 102.10 THREATS 102.10 THREATS 104.11 VIOLENT CONDUCT 9,8.0,90
2022-10-05,735,Attica,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 3,3.0,58
2022-10-05,745,Auburn,3 113.10 WEAPON 100.13 FIGHTING 104.11 VIOLENT CONDUCT 7,6.0,127
2022-10-05,805,Cayuga,3 100.13 FIGHTING 106.10 DIRECT ORDER 104.13 CREATE DISTURB 5,4.0,10
2022-10-05,930,Cayuga,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 4,4.0,60
2022-10-05,1145,Clinton,3 102.10 THREATS 107.11 HARASSMENT 4,2.0,192
2022-10-05,1205,Clinton,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,5.0,200
2022-10-05,1320,Great Meadow,3 113.10 WEAPON 114.10 SMUGGLING 113.11 ALTERED ITEM 3,3.0,365
2022-10-05,2050,Green Haven,3 113.10 WEAPON 118.10 ARSON 114.10 SMUGGLING 6,6.0,45
2022-10-05,1201,Greene,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 6,4.0,30
2022-10-05,1400,Groveland,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,4
2022-10-05,1950,Groveland,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 4,4.0,95
2022-10-05,745,Lakeview,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 107.10 INTERFERENCE 4,4.0,180
2022-10-05,742,Marcy,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,60
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - October 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of October 31, 2022",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-10-05,742,Marcy,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,60
2022-10-05,1720,Mid-State,3 100.11 ASSAULT ON STAFF 118.22 UNHYGIENIC ACT 107.10 INTERFERENCE 5,5.0,180
2022-10-05,815,Mid-State,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,3.0,14
2022-10-05,150,Mohawk,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 116.10 LOSS/DAMAGE PROP 4,4.0,120
2022-10-05,845,Otisville,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 3,3.0,270
2022-10-05,955,Riverview,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 6,6.0,60
2022-10-05,1715,Sing Sing,3 114.10 SMUGGLING 113.23 CONTRABAND 2,2.0,214
2022-10-05,1905,Sing Sing,3 113.10 WEAPON 114.10 SMUGGLING 116.10 LOSS/DAMAGE PROP 3,3.0,249
2022-10-05,1255,Sing Sing,3 113.10 WEAPON 113.23 CONTRABAND 113.31 ALCOLHOL USE 4,4.0,270
2022-10-05,2040,Sullivan,3 108.13 ESCAPE ITEMS 118.20 TATTOOING 113.23 CONTRABAND 5,5.0,180
2022-10-05,1845,Sullivan,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 5,5.0,253
2022-10-05,2000,Sullivan,3 101.20 LEWD CONDUCT 1,1.0,60
2022-10-05,1430,Upstate,3 100.10 ASSAULT ON INCAR INDIV 100.13 FIGHTING 104.11 VIOLENT CONDUCT 5,3.0,90
2022-10-05,2205,Upstate,3 118.22 UNHYGIENIC ACT 106.10 DIRECT ORDER 107.10 INTERFERENCE 5,5.0,120
2022-10-05,1000,Woodbourne,3 106.10 DIRECT ORDER 109.10 OUT OF PLACE 3,2.0,13
2022-10-06,1030,Auburn,3 113.10 WEAPON 113.11 ALTERED ITEM 2,2.0,96
2022-10-06,1305,Auburn,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 107.10 INTERFERENCE 6,5.0,46
2022-10-06,800,Cape Vincent,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 118.23 UNREPORTED ILL 3,3.0,60
2022-10-06,800,Cape Vincent,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 118.23 UNREPORTED ILL 3,3.0,10
2022-10-06,1310,Cayuga,3 100.11 ASSAULT ON STAFF 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 3,3.0,45
2022-10-06,0,Clinton,3 102.10 THREATS 106.10 DIRECT ORDER 107.11 HARASSMENT 6,5.0,30
2022-10-06,900,Clinton,3 118.22 UNHYGIENIC ACT 102.10 THREATS 2,2.0,75
2022-10-06,1000,Clinton,3 118.22 UNHYGIENIC ACT 106.10 DIRECT ORDER 2,2.0,64
2022-10-06,919,Clinton,3 118.22 UNHYGIENIC ACT 106.10 DIRECT ORDER 2,2.0,90
2022-10-06,1807,Collins,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,30
2022-10-06,1000,Coxsackie,3 113.10 WEAPON 1,1.0,120
2022-10-06,1245,Franklin,3 100.10 ASSAULT ON INCAR INDIV 104.11 VIOLENT CONDUCT 5,2.0,270
2022-10-06,1030,Franklin,3 113.10 WEAPON 1,1.0,135
2022-10-06,1230,Great Meadow,3 102.10 THREATS 106.10 DIRECT ORDER 104.13 CREATE DISTURB 6,4.0,30
2022-10-06,810,Great Meadow,3 118.22 UNHYGIENIC ACT 102.10 THREATS 102.10 THREATS 6,6.0,60
2022-10-06,2010,Great Meadow,3 118.22 UNHYGIENIC ACT 1,1.0,90
2022-10-06,1205,Green Haven,3 113.10 WEAPON 104.11 VIOLENT CONDUCT 114.10 SMUGGLING 9,6.0,194
2022-10-06,1855,Greene,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 104.11 VIOLENT CONDUCT 4,4.0,45
2022-10-06,1855,Greene,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 104.11 VIOLENT CONDUCT 4,4.0,100
2022-10-06,815,Groveland,3 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 7,6.0,25
2022-10-06,900,Marcy,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 109.12 MOVEMENT VIO 3,3.0,80
2022-10-06,1500,Mid-State,3 118.22 UNHYGIENIC ACT 102.10 THREATS 104.11 VIOLENT CONDUCT 5,5.0,120
2022-10-06,1500,Mohawk,3 102.10 THREATS 104.11 VIOLENT CONDUCT 2,2.0,60
2022-10-06,1030,Mohawk,3 113.10 WEAPON 113.11 ALTERED ITEM 2,2.0,95
2022-10-06,1640,Orleans,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 3,3.0,29
2022-10-06,1230,Riverview,3 105.13 GANGS 1,1.0,20
2022-10-06,1400,Upstate,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 113.10 WEAPON 5,5.0,365
2022-10-06,1004,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,60
2022-10-06,1004,Upstate,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 3,3.0,90
2022-10-06,1945,Wende,3 118.10 ARSON 102.10 THREATS 106.10 DIRECT ORDER 6,6.0,90
2022-10-07,1010,Albion,3 107.10 INTERFERENCE 104.13 CREATE DISTURB 107.20 FALSE INFORMATION 6,6.0,90
,,,"Disciplinary Incidents Originally Resulting in a SHU sanction - October 2022 (Dismissals Excluded, Only Guilty Rule Violations Included) As of October 31, 2022",,
Date,Time,Facility,TIER Guilty1 G1Label Guilty2 G2Label Guilty3 G3Label Total Infractions Total Guilty Infractions,,Original SHU Days
2022-10-07,913,Albion,3 107.10 INTERFERENCE 104.13 CREATE DISTURB 2,2.0,5
2022-10-07,1315,Albion,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 2,2.0,10
2022-10-07,1010,Albion,3 107.10 INTERFERENCE 104.13 CREATE DISTURB 109.11 ASSIGNED AREA 5,5.0,60
2022-10-07,1800,Attica,3 101.22 STALKING 101.20 LEWD CONDUCT 107.11 HARASSMENT 3,3.0,45
2022-10-07,1920,Attica,3 113.10 WEAPON 113.23 CONTRABAND 2,2.0,60
2022-10-07,945,Auburn,3 113.10 WEAPON 113.11 ALTERED ITEM 2,2.0,180
2022-10-07,1021,Bedford Hills,3 102.10 THREATS 102.10 THREATS 104.11 VIOLENT CONDUCT 15,14.0,180
2022-10-07,2220,Cape Vincent,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 4,4.0,120
2022-10-07,1008,Cayuga,3 102.10 THREATS 106.10 DIRECT ORDER 107.10 INTERFERENCE 6,6.0,60
2022-10-07,830,Clinton,3 105.13 GANGS 106.10 DIRECT ORDER 2,2.0,30
2022-10-07,930,Collins,3 101.22 STALKING 107.10 INTERFERENCE 107.11 HARASSMENT 3,3.0,100
2022-10-07,1250,Eastern,3 113.10 WEAPON 114.10 SMUGGLING 113.23 CONTRABAND 3,3.0,180
2022-10-07,2035,Elmira,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 5,5.0,269
2022-10-07,2200,Elmira,3 113.10 WEAPON 113.11 ALTERED ITEM 2,2.0,120
2022-10-07,1825,Five Points,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 100.13 FIGHTING 7,7.0,180
2022-10-07,2125,Five Points,3 100.10 ASSAULT ON INCAR INDIV 113.10 WEAPON 104.11 VIOLENT CONDUCT 4,3.0,180
2022-10-07,1825,Five Points,3 100.13 FIGHTING 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,20
2022-10-07,840,Great Meadow,3 104.11 VIOLENT CONDUCT 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 15,12.0,90
2022-10-07,815,Great Meadow,3 102.10 THREATS 106.10 DIRECT ORDER 106.10 DIRECT ORDER 8,8.0,60
2022-10-07,730,Greene,3 102.10 THREATS 115.10 SEARCH/FRISK 106.10 DIRECT ORDER 5,5.0,25
2022-10-07,835,Groveland,3 102.10 THREATS 104.11 VIOLENT CONDUCT 104.12 DEMONSTRATION 9,6.0,150
2022-10-07,915,Groveland,3 113.10 WEAPON 113.23 CONTRABAND 113.11 ALTERED ITEM 3,3.0,80
2022-10-07,1033,Groveland,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,4
2022-10-07,1030,Groveland,3 106.10 DIRECT ORDER 107.10 INTERFERENCE 109.12 MOVEMENT VIO 3,3.0,90
2022-10-07,1830,Groveland,3 102.10 THREATS 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 5,5.0,60
2022-10-07,815,Marcy,3 104.11 VIOLENT CONDUCT 106.10 DIRECT ORDER 104.13 CREATE DISTURB 4,4.0,60
2022-10-07,1000,Marcy,3 104.11 VIOLENT CONDUCT 104.13 CREATE DISTURB 116.10 LOSS/DAMAGE PROP 3,3.0,270
